name,url,system list,package list,readme
lwr_gui,http://rosindex.github.io/r/lwr_gui/,"groovy,fuerte","diag_sim,lwr_dashboard,lwr_markers","b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
map_manager_app,http://rosindex.github.io/r/map_manager_app/,"electric,groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mapir-ros-pkg,http://rosindex.github.io/r/mapir-ros-pkg/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mapping,http://rosindex.github.io/r/mapping/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mav_tools,http://rosindex.github.io/r/mav_tools/,fuerte,"ab_filter,city_flyer_launch,flyer_interface,laser_height_estimation,mav_common,mav_ctrl_interface,mav_msgs,mav_odom_interface,mav_srvs,quad_joy_teleop","b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown""><div class=""highlight""><pre><code class=""language-"" data-lang="""">\n\n</code></pre></div></div>\n\n            \n          </div>'"
mavlink-ros-pkg,http://rosindex.github.io/r/mavlink-ros-pkg/,electric,"lcm_mavlink_ros,mav_status,mavconn_asctec","b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown""><div class=""highlight""><pre><code class=""language-"" data-lang="""">IMPORTANT NOTE: PLEASE READ THE INDIVIDUAL README FILES IN THE SUBFOLDERS FOR INSTALLATION INSTRUCTIONS\n\n\n\nIf rosmake is run from this directory, it will attempt to compile ALL packages. This might however FAIL if you don\'t have all dependencies installed. It is therefore recommended to install from within individual subfolders\n\nserial_mavlink_ros      ROS node that directly interfaces a serial port and communicates with a MAVLINK\n                        compatible device (i.e. APM / ACM / UDB / pxIMU) or with a radio modem (e.g. XBee)\n                        and a ground control station (e.g. QGroundControl or APM Planner).\n\n\nlcm_mavlink_ros     ROS node that communicates with the MAVCONN aerial robotics middleware\n            (http://github.com/pixhawk/mavconn). MAVCONN provides computer-vision\n            specific interfaces and algorithms and is very lightweight.\n\n\nmavconn_asctec      ROS node that interfaces the MAVCONN middleware to an Ascending Technologies\n            multi-rotor via their Asctec-ROS interface\n\n\n</code></pre></div></div>\n\n            \n          </div>'"
mcgill-mrl-ros-pkg,http://rosindex.github.io/r/mcgill-mrl-ros-pkg/,fuerte,,"b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown"">\n<h1 id=""mcgill-mrl-ros-pkg"">mcgill-mrl-ros-pkg</h1>\n\n<p>McGill Mobile Robotics Lab central ROS repository</p>\n\n<p>This is a parent repository for various ROS packages maintained by McGill MRL.\nEach individual ROS package is maintained as a submodule within this repository.\nFor more information, please check out the ROS wiki and code documentation for\nindividual packages.</p>\n</div>\n\n            \n          </div>'"
megatree,http://rosindex.github.io/r/megatree/,"groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
megatree_pcl,http://rosindex.github.io/r/megatree_pcl/,"groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
meka-ros,http://rosindex.github.io/r/meka-ros/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
miabot,http://rosindex.github.io/r/miabot/,electric,miabot,"b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown""><div class=""highlight""><pre><code class=""language-"" data-lang="""">\n\n</code></pre></div></div>\n\n            \n          </div>'"
mini_max,http://rosindex.github.io/r/mini_max/,"groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mit-ros-pkg,http://rosindex.github.io/r/mit-ros-pkg/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mk-ros-pkg,http://rosindex.github.io/r/mk-ros-pkg/,electric,ssc32py,"b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown""><div class=""highlight""><pre><code class=""language-"" data-lang="""">This is a repository for ROS packages by Mark Kalmes. \n\nPackages:\nSSC32py - a port of Robotis that supports the SSC32 controller\n\nEverything in this repository is BSD licensed.\n\n\n</code></pre></div></div>\n\n            \n          </div>'"
mongodb_log,http://rosindex.github.io/r/mongodb_log/,electric,mongodb_log,"b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown""><div class=""highlight""><pre><code class=""language-"" data-lang="""">Generic MongoDB Logging for ROS\n===============================\n\nAutonomous mobile robots produce an astonishing amount of run-time\ndata during their operation. Data is acquired from sensors and\nactuator feedback, processed to extract information, and further\nrefined as the basis for decision making or parameter estimation. In\ntoday\'s robot systems, this data is typically volatile. It is\ngenerated, used, and disposed right away. However, some of this data\nmight be useful later, for example to analyze faults or evaluate the\nrobot\'s performance. A system is required to store this data as well\nas enable efficient and flexible querying mechanisms.\n\nThis package contains the relevant pieces to setup this generic\nlogging for ROS. It features a generic logger written in Python\ncapable of logging any topic, and loggers written in C++ written for\nspecific message types which are known to be large in size or to be\ntransmitted at a high frequency. This is to cope with Python inherent\noverhead and processing limits. You might find that for certain\nadditional topics you need to write custom fast loggers following a\ntemplate of the existing loggers. If you do this for publicly\navailable message types we\'d like to hear about it and maybe include\nit in a later release. We are also investigating the possibility to\nhave generic message introspection in C++ for ROS, which would remedy\nthis problem.\nAdditionally, this package includes tools to monitor the logging\nprocess and MongoDB and generate graphs using RRDtool.\n\nFor the conceptual background please refer to the paper ""A Generic\nRobot Database and its Application in Fault Analysis and Performance\nEvaluation"" by Niemueller et al. [1].\nFor technical information please refer to the project\'s website [2].\nThe ROS wiki page gives more details on how to get started on ROS [3].\n\n[1] http://www.fawkesrobotics.org/publications/2012/robodb-iros2012/\n[2] http://www.fawkesrobotics.org/projects/mongodb-log/\n[3] http://www.ros.org/wiki/mongodb_log\n\n\n\n</code></pre></div></div>\n\n            \n          </div>'"
mocap_optitrack,http://rosindex.github.io/r/mocap_optitrack/,"groovy,fuerte",mocap_optitrack,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mongo_cxx_driver,http://rosindex.github.io/r/mongo_cxx_driver/,,,b''
motion_analysis_mocap,http://rosindex.github.io/r/motion_analysis_mocap/,"diamondback,electric,groovy,fuerte",evart-client,"b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown"">\n<h1 id=""motion-analysis-motion-capture-bridge-for-ros"">Motion Analysis motion capture bridge for ROS</h1>\n\n<p>This repository provides a bridge with the Cortex motion capture\nsoftware for <a href=""http://www.ros.org"">ROS</a>. Cortex is the software for the <a href=""http://www.motionanalysis.com/"">Motion\nAnalysis</a> motion capture systems.</p>\n\n<p>This package contains a Git submodule. To clone it, run:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">git clone --recursive git://github.com/laas/motion_analysis_mocap.git\n</code></pre></div>\n</div>\n\n            \n          </div>'"
motion_planners,http://rosindex.github.io/r/motion_planners/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
motld_freiburg,http://rosindex.github.io/r/motld_freiburg/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mpi,http://rosindex.github.io/r/mpi/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mrpt-ros-pkg,http://rosindex.github.io/r/mrpt-ros-pkg/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mrl_robots,http://rosindex.github.io/r/mrl_robots/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
mtconnect,http://rosindex.github.io/r/mtconnect/,fuerte,"mtconnect_msgs,mtconnect_ros_bridge,mtconnect_cnc_robot_example,mtconnect_example_gui,mtconnect_example_launch,mtconnect_example_msgs,mtconnect_grasp_action,mtconnect_irb2400_arm_navigation,mtconnect_m16ib20_arm_navigation,mtconnect_state_machine,mtconnect_task_parser","b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown"">\n<h2 id=""python-adapter-for-mtconnect-c-agent"">Python Adapter for MTConnect C++ Agent</h2>\n\n<p>This is a simple adapter library written in Python to support the ROS\nrobotics integration project. The adapter supports multiple connections,\nheartbeats and the following MTConnect data item types:</p>\n\n<ul>\n<li><p>Event  - A simple data item that usually contains with either a controlled\n       vocabulary like ControllerMode or Execution, or text like Program.</p></li>\n<li><p>Sample - A numeric valued data item for values that are continuously changing\n       like position, angle, or temperatures</p></li>\n<li><p>ThreeDSample - A sample that represents a three dimensional position like\n        a path position. The path is represented by a three space list or\n        tuple: (1.0, 2.0, 3.0)</p></li>\n<li><p>Condition - A condition is a data item that describes the current normal, fault, or\n        warning state of a component for a certain type of problem. A warning is\n        a situation that may self correct, whereas a fault needs manual intervention.\n        Conditions assume a sweep of a set of error codes where the errors will be\n        checked each time the adapter polls. This is usually how most PLCs operate\n        and there is no specific message to say when an alarm becomes active or\n        clears. If there is an alarm messaging mechanism, use the SimpleCondition.\n        Conditions rely on a native code to distinguish themselves. Other systems\n        can be used, but this is the current assumption of the agent for its\n        condition management.</p></li>\n<li><p>SimpleCondition - Similar to Condition, except that when the alarm is cleared, use\n        the remove method with the code.</p></li>\n</ul>\n\n<h2 id=""adapter-creation"">Adapter Creation</h2>\n\n<p>To create an adapter, import the Adapter from the mtconnect_adapter and add\ndata items. You need to tell it what host and port it should bind to. The default\nport is 7878:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">adapter = Adapter((\'0.0.0.0\', 7878))\ndi = Event(\'event_1\')\nadapter.add_data_item(di)\nadapter.start()\n</code></pre></div>\n<p>This creates an adapter, adds an Event and then starts the adapter. To change\nvalues of the data item, you need to begin gathering data and then complete the\ndata gathering process to send all the data.</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">adapter.begin_gather()\ndi.set_value(\'hello\')\nadapter.complete_gather()\n</code></pre></div>\n<p>Working with conditions are very similar to the events:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">c1 = SimpleCondition(\'c1\')\nadapter.add_data_item(c1)\n\n...\n</code></pre></div>\n<p>Add a fault</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">adapter.begin_gather()\nc1.add(\'fault\', \'A fault\', \'123\')\nadapter.complete_gather()\n</code></pre></div>\n<p>And to clear the condition:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">adapter.begin_gather()\nc1.remove(\'123\')\nadapter.complete_gather()\n</code></pre></div>\n<p>There are two additional arguments that are options, qualifier and severity.\nThe qualifier represents extra information like HIGH or LOW and the severity\nis a native severity if available.</p>\n\n<p>There are more examples in the simple_adapter.py.</p>\n\n<h2 id=""ros-example"">ROS Example</h2>\n\n<p>There is an example for the ROS turtlesim tutorial that subscribes to the ROS\nposes and then sends them to the MTConnect agent as PATH_POSITION data items. \nTo run the demo, install the turtlesim and then run the adapter: (this assumes\nthe python_adapter is cloned under ~/)</p>\n\n<p>Install the turtle sim -- see ros wiki...</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">roscore&amp;\nrosrun turtlesim turtlesim_node\n</code></pre></div>\n<p>There is an example for the ROS turtlesim tutorial that subscribes to the ROS\nposes and then sends them to the MTConnect agent as PATH_POSITION data items. \nTo run the demo, install the turtlesim and then run the adapter: (this assumes\nthe python_adapter is cloned under ~/)</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">cd ~/python_adapter/examples\npython ros_adapter.py\n</code></pre></div>\n<p>Next, install the MTConnect agent in another directory:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">cd ~\ngit clone http://github.com/mtconnect/cppagent.git\nmkdir agent_build\ncd agent_build\ncmake ../cppagent\nmake\n</code></pre></div>\n<p>Run the agent:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">cd ~/python_adapter/examples\n~/agent_build/agent/agent debug\n</code></pre></div>\n<p>Now your done, test the agent:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">curl http://localhost:5000/current\n</code></pre></div>\n<p>You should see an MTConnect streams document with Availabity AVAILABLE and a PathPosition for the Path.</p>\n\n<h2 id=""simulator"">Simulator</h2>\n\n<p>The simulator directory contains a ruby script to simulate the functionality of a \ncnc with minimal information only required for the Robot control. The simulator\nwill process the steps required by the CNC assuming there is a robot that can accept\nmaterial related requests. The states will be similar to the states in the \nBar Feeder project but adapted for to mimic a CNC cell. This technique can be \nused to simulate other MTConnect related devices as well.</p>\n\n<p>The simulator acts as both an agent and an adapter monitoring an external device and\ntaking actions based on the state and commands. A commandline is also provided to \nallow for actions to be sent that are not initiated by an external device.</p>\n\n<h2 id=""running-cnc-simulator"">Running CNC Simulator</h2>\n\n<p>The CNC simulator requires ruby 1.9.x and the statemachine gem. Install\nruby and the type</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">gem install statemachine\n</code></pre></div>\n<p>Once you have installed the ruby gem you can use a pre-compiled agent with\nthe agent.cfg file and the BothDevices.xml to represent a CNC and a robot.\nThere is a robot response file which just goes through a series of pre-canned\nactions and will drive some states on the simulator.</p>\n\n<p>To run the CNC simulator, cd to the simulator directory and start the agent\n(assuming it is in the same simulator directory):</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">./agent debug\n</code></pre></div>\n<p>Next start the CNC simulator:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">ruby cnc_simulator.rb\n</code></pre></div>\n<p>You will need to type the following commands to enable the cnc, the first puts\nit in automatic mode and the second enables the link:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">auto\nenable\n</code></pre></div>\n<p>Next you will need to start the robot sim:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">ruby robot.rb\n</code></pre></div>\n<p>Within five seconds give the following command to the CNC:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">run\n</code></pre></div>\n<p>This process will be made simplier as the CNC becomes more complete. This is the\nfirst step to a fully functioning sim.</p>\n\n<h2 id=""license"">License</h2>\n\n<p>Copyright 2012, System Insights, Inc.\nAll rights reserved.</p>\n\n<p>Licensed under the Apache License, Version 2.0 (the ""License"");\nyou may not use this file except in compliance with the License.\nYou may obtain a copy of the License at</p>\n\n<p><a href=""http://www.apache.org/licenses/LICENSE-2.0"">http://www.apache.org/licenses/LICENSE-2.0</a></p>\n\n<p>Unless required by applicable law or agreed to in writing, software\ndistributed under the License is distributed on an ""AS IS"" BASIS,\nWITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.\nSee the License for the specific language governing permissions and\nlimitations under the License.</p>\n\n<h2 id=""external-licenses"">External Licenses</h2>\n\n<p>We have included the scanner.py module Copyright (c) 2011, Mark Watkinson.\nAdditional licensing and copyright information are in the file: src/scanner.py.</p>\n</div>\n\n            \n          </div>'"
multi_robot_collision_avoidance,http://rosindex.github.io/r/multi_robot_collision_avoidance/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
multimaster-ros-pkg,http://rosindex.github.io/r/multimaster-ros-pkg/,electric,"pybonjour,rosmaster_sd","b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown""><div class=""highlight""><pre><code class=""language-"" data-lang="""">This repository contains the necessary packages for running and\nsyncronizing multiple ROS master nodes across a network using service\ndiscovery (via Bonjour or Avahi\'s Bonjour compatibility layer).\n\n</code></pre></div></div>\n\n            \n          </div>'"
multimaster,http://rosindex.github.io/r/multimaster/,"electric,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
multimaster_experimental,http://rosindex.github.io/r/multimaster_experimental/,"electric,groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
nao_rail,http://rosindex.github.io/r/nao_rail/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
nao_sensors,http://rosindex.github.io/r/nao_sensors/,groovy,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
netft,http://rosindex.github.io/r/netft/,"electric,groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
naoqi_libqicore,http://rosindex.github.io/r/naoqi_libqicore/,,,b''
naoqi_libqi,http://rosindex.github.io/r/naoqi_libqi/,,,b''
node_monitoring,http://rosindex.github.io/r/node_monitoring/,electric,"nodemon_cpp,nodemon_lua,nodemon_msgs,nodemon_py,nodemon_tui,nodemon_webview","b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
nxt,http://rosindex.github.io/r/nxt/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
nxt_apps,http://rosindex.github.io/r/nxt_apps/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
nxt_robots,http://rosindex.github.io/r/nxt_robots/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
object_manipulation,http://rosindex.github.io/r/object_manipulation/,groovy,"interactive_marker_helpers,object_manipulation_msgs,object_manipulator,point_cloud_server,rviz_interaction_tools","b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown"">\n<h1 id=""object_manipulation"">object_manipulation</h1>\n\n<p>Robot-independent functionality related to object pickup and placing.</p>\n</div>\n\n            \n          </div>'"
occupancy_grid_utils,http://rosindex.github.io/r/occupancy_grid_utils/,"electric,groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
obj_rec_surf,http://rosindex.github.io/r/obj_rec_surf/,"groovy,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
odor_search,http://rosindex.github.io/r/odor_search/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
openrtm_aist,http://rosindex.github.io/r/openrtm_aist/,"jade,kinetic",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
ompl,http://rosindex.github.io/r/ompl/,electric,,"b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown""><div class=""highlight""><pre><code class=""language-"" data-lang="""">Visit http://ompl.kavrakilab.org/core/installation.html for\ndetailed installation instructions.\n\nOMPL has the following required dependencies:\n * Boost (version 1.42 or higher)\n * CMake (version 2.8.2 or higher)\n\nThe following dependencies are optional:\n * ODE (needed to compile support for planning using ODE)\n * Google-test (needed to run the test programs)\n * Py++ (needed to generate Python bindings)\n * Doxygen (needed to create a local copy of the documentation at\n   http://ompl.kavrakilab.org/core)\n\nOnce dependencies are installed, you can build OMPL on Linux and OS X.\nGo to the top-level directory of OMPL and type the following commands:\n   mkdir -p build/Release\n   cd build/Release\n   cmake -DCMAKE_BUILD_TYPE=Release ../..\n   make update_bindings  # if you want Python bindings and have Py++ installed\n   make -j 4 # replace ""4"" with the number of cores on your machine\n\n\n\n</code></pre></div></div>\n\n            \n          </div>'"
odor_tools,http://rosindex.github.io/r/odor_tools/,fuerte,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
openni_kinect,http://rosindex.github.io/r/openni_kinect/,"electric,fuerte",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
openrtm_aist_core,http://rosindex.github.io/r/openrtm_aist_core/,groovy,"openrtm_aist,openrtm_aist_core,openrtm_aist_python","b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown"">\n<h2 id=""openrtm_aist_core"">openrtm_aist_core  <a href=""https://travis-ci.org/start-jsk/openrtm_aist_core""><img src=""https://travis-ci.org/start-jsk/openrtm_aist_core.png"" alt=""Build Status""></a>\n</h2>\n\n<p>Metapackage that contains commonly used RT-Middleware-based modules. Althogh each of these packages by themselves are ROS-agnostic, you can use them over ROS together with the packages in rtmros_common.</p>\n\n<h2 id=""test-status"">Test Status</h2>\n\n<p><a href=""http://jenkins.ros.org/job/devel-hydro-openrtm_aist_core/"">Hydro</a> <a href=""http://jenkins.ros.org/job/devel-hydro-openrtm_aist_core/""><img src=""http://jenkins.ros.org/job/devel-hydro-openrtm_aist_core/badge/icon"" alt=""Build Status""></a></p>\n\n<p><a href=""http://jenkins.ros.org/job/devel-hydro-openrtm_aist_core/""><img src=""http://jenkins.ros.org/job/devel-hydro-openrtm_aist_core/test/trend"" alt=""Hydro Test Satus""></a></p>\n\n<p><a href=""http://jenkins.ros.org/job/devel-groovy-openrtm_aist_core/"">Groovy</a> <a href=""http://jenkins.ros.org/job/devel-groovy-openrtm_aist_core/""><img src=""http://jenkins.ros.org/job/devel-groovy-openrtm_aist_core/badge/icon"" alt=""Build Status""></a></p>\n\n<p><a href=""http://jenkins.ros.org/job/devel-groovy-openrtm_aist_core/""><img src=""http://jenkins.ros.org/job/devel-groovy-openrtm_aist_core/test/trend"" alt=""Groovy Test Satus""></a></p>\n</div>\n\n            \n          </div>'"
openrtm_aist_python,http://rosindex.github.io/r/openrtm_aist_python/,"jade,kinetic,indigo",,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
pal_image_processing,http://rosindex.github.io/r/pal_image_processing/,"electric,groovy,fuerte",pal_vision_segmentation,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
osx_joystick,http://rosindex.github.io/r/osx_joystick/,"electric,fuerte",osx_joystick,"b'<div class=""panel-body"">\n            \n              \n<div class=""rendered-markdown"">\n<h1 id=""ros-package-osx-joystick"">ROS Package: OSX Joystick</h1>\n\n<p><strong>Author:</strong> Kevin Walchko</p>\n\n<p><strong>License:</strong> BSD</p>\n\n<p><strong>Language:</strong> C++</p>\n\n<p><strong>Website:</strong> <a href=""http://github.com/walchko/osx_joystick"">http://github.com/walchko/osx_joystick</a></p>\n\n<p>The standard <a href=""http://ros.org/wiki/joystick_drivers"">Linux PS3 joystick</a> drivers do not \nwork on OSX. This package leverages <a href=""http://www.glfw.org"">GLFW</a> to read joysticks under \nOS X. I currently have only tested it with the \n<a href=""http://en.wikipedia.org/wiki/DualShock_3#DualShock_3"">PS3 DualShock3</a> controller.</p>\n\n<p>To my knowledge, there is no way to use GLFW to read the gyros and accelerometers \nin the controller. However, I will keep looking. Also, this doesn\'t seem to work with \nNintendo\'s <a href=""http://en.wikipedia.org/wiki/Wiimote"">Wiimote</a> either.</p>\n\n<h2 id=""setup"">Setup</h2>\n\n<h3 id=""homebrew-dependencies"">Homebrew Dependencies</h3>\n\n<p>Follow the <a href=""http://ros.org/doc/api/rosdep2/html/contributing_rules.html"">instructions</a> to\nsetup rosdep correctly. If you don\'t want to do that, then uncomment rosdep glfw in \nmanifest.xml. Then just add the homebrew library as normal.</p>\n\n<p>The required <a href=""http://mxcl.github.com/homebrew/"">Homebrew</a> formula for OSX can be \ninstalled using:</p>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">brew update\nbrew install glfw\n</code></pre></div>\n<h3 id=""bluetooth-ps3-controller-setup"">Bluetooth PS3 Controller Setup</h3>\n\n<p>These instructions are a modification of those found at <a href=""http://thp.io/2010/psmove/"">here</a></p>\n\n<ol>\n<li>Turn Bluetooth ON and press the PS button. A window will pop up asking for a PIN, \nignore it and open the bluetooth preferences. Write down the Bluetooth address, \nmine is: e0-ae-5e-0e-1c-eb.</li>\n<li>Turn Bluetooth OFF and copy the file /Library/Preferences/com.apple.Bluetooth.plist \nto somewhere else (e.g. your $HOME)</li>\n<li>Open the plist with XCode and add your controller\'s address to the HIDDevices key \n(press the little plus). So I now have <strong>Item 0</strong> String with an address that was \nalready there and a new <strong>Item 1</strong> String with my controller\'s address e0-ae-5e-0e-1c-eb \n(all lower case).</li>\n<li>Now copy the file back to /Library/Preferences and make sure it\'s owned by root, group \nwheel (you can do this using chown root:wheel com.apple.Bluetooth.plist)</li>\n<li>Switch on Bluetooth, and press the PS button on the controller - it should now pair \nwithout asking for a PIN</li>\n</ol>\n\n<p><img src=""http://i1268.photobucket.com/albums/jj568/mars_university/bluetoothplist.png"" alt=""plist editor""></p>\n\n<p>Now if you don\'t have XCode installed for some strange reason or need to do this all on\nthe command line, substitute these for the appropriate steps (<strong>Note I have not checked\nto see if these work</strong>):</p>\n\n<ul>\n<li>Convert it to XML format using: plutil -convert xml1 com.apple.Bluetooth.plist</li>\n<li>Open the file with your favorite text editor like pico, and edit as above.</li>\n<li>Convert it back to binary Plist format using: plutil -convert binary1 \ncom.apple.Bluetooth.plist</li>\n</ul>\n\n<h2 id=""joystick"">Joystick</h2>\n\n<h3 id=""command-line"">Command Line</h3>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">rosrun osx_joystick joystick --num --hz --help\n</code></pre></div>\n<ul>\n<li>help Prints the help message </li>\n<li>num The number of the joystick to connect too</li>\n<li>hz The refresh rate to poll the joystick at (default: 30 Hz)</li>\n</ul>\n\n<h3 id=""example"">Example:</h3>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">rosrun osx_joystick joystick --num 3 --hz 50\n</code></pre></div>\n<p>This grabs the 4th joystick (remember n-1) and the node sends joy messages at 50 Hz\non the topic joy3.</p>\n\n<h3 id=""published-topics"">Published Topics:</h3>\n\n<p><strong>joy[0-15]:</strong> </p>\n\n<p>The node publishes a standard <a href=""http://www.ros.org/doc/api/sensor_msgs/html/msg/Joy.html"">joystick message</a></p>\n\n<h3 id=""buttons"">Buttons</h3>\n\n<p><img src=""http://i1268.photobucket.com/albums/jj568/mars_university/ps3_buttons.jpg"" alt=""buttons""></p>\n\n<p><img src=""http://i1268.photobucket.com/albums/jj568/mars_university/ps3_buttons_front.jpg"" alt=""buttons""></p>\n\n<h3 id=""axes"">Axes</h3>\n\n<p><img src=""http://i1268.photobucket.com/albums/jj568/mars_university/ps3_axes.jpg"" alt=""axes""></p>\n\n<p><strong>Note:</strong> The signs of the 0 and 2 axes are backwards, meaning positive is really \nnegative for those two axes.</p>\n\n<h2 id=""twist-joystick"">Twist Joystick</h2>\n\n<p>The twist joystick is just a simple node that directly produces twist messages to make\nit easier to drive a robot (i.e., teleop) with little effort. The left axes (0 and 1)\nsend the linear part of the message. The right axes (2 and 3) handle the twist (i.e.,\nheading) of the robot. The buttons do nothing. For a more involved controller, you should\nwrite your own robot specific node.</p>\n\n<h3 id=""command-line"">Command Line</h3>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">rosrun osx_joystick twist_js --num --hz --help\n</code></pre></div>\n<ul>\n<li>help Prints the help message </li>\n<li>num The number of the joystick to connect too</li>\n<li>hz The refresh rate to poll the joystick at (default: 30 Hz)</li>\n</ul>\n\n<h3 id=""example"">Example:</h3>\n<div class=""highlight""><pre><code class=""language-"" data-lang="""">rosrun osx_joystick twist_js --num 3 --hz 50\n</code></pre></div>\n<p>This grabs the 4th joystick (remember n-1) and the node sends twist messages at 50 Hz\non the topic cmd3.</p>\n\n<h3 id=""published-topics"">Published Topics:</h3>\n\n<p><strong>cmd[0-15]:</strong> </p>\n\n<p>The node publishes a standard <a href=""http://ros.org/doc/api/geometry_msgs/html/msg/Twist.html"">twist message</a></p>\n</div>\n\n            \n          </div>'"
pandora-auth-ros-pkg,http://rosindex.github.io/r/pandora-auth-ros-pkg/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
pcl16,http://rosindex.github.io/r/pcl16/,electric,,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
parsec,http://rosindex.github.io/r/parsec/,electric,https://code.google.com/p/parsec,"b'<div class=""panel-body"">\n            \n              <em>No README found.</em>\n            \n          </div>'"
